title;heading;content;tokens
Navarra Dress Lime;Dresses;Combining effortless elegance with cool, contemporary details, the Navarra is a flawless, ultra-flattering maxi dress. Crafted from slinky, luxurious silk in a muted shade of lime green, it's finished with a chic snake print. A true hero piece, it blends a floor-skimming shape with a slit skirt, cowl neckline and a low back framed with twist detailing and delicately criss-crossing straps. Wear with heels and gold jewellery and style with an oversized blazer for the ultimate finishing touch. Slip on style Side slit opening Cowl front neckline Cross back detail Silk snake print;150
Marlowe Blazer Green;TOPS;Cool, contemporary and crafted in a fresh shade of green, the fluid Marlowe blazer radiates effortless elegance. Cut to a flattering, relaxed fit and elevated with flared sleeves, draped lapels and a perfectly cinched waist, it's the embodiment of streamlined simplicity and set to be a hard-working wardrobe essential. The Marlowe's styling possibilities are endless - pair with the co-ordinating wide-leg trousers for head-to-toe tailoring, size up and wear as a daring micro-mini dress or layer over a vest or t-shirt and jeans for easy, year-round city chic. Padded shoulders Wrap style waist fastening Flared cuff Fitted waist;150
Marlowe Trouser Green;BOTTOMS;Cool, contemporary and crafted in a fresh shade of green, the fluid Marlowe trousers radiate effortless elegance. Cut to a flattering, relaxed fit with a high waist and a wide-leg, floor-skimming silhouette, they're the embodiment of streamlined simplicity and set to be a hard-working wardrobe essential. The Marlowe's styling possibilities are endless - pair with the co-ordinating blazer for head-to-toe tailoring, keep things simple in high summer with a vest or t-shirt and sandals or layer with everything from knits to statement coats for year-round city chic. Zip fastening Super Wide Leg;150
Paloma Dress Pink;Dresses;With an easy, wrap-around shape and a cleverly draped waist that creates an ultra-flattering silhouette, Paloma is an effortlessly cool, love-forever mini dress. Crafted from a bold floral jacquard in a brilliant shade of hot pink, her feminine overtones are offset with a masculine collar and exaggerated cuffs that can be buttoned back or left loose to move as you move. Keep styling low-key with sandals, sunglasses and your favourite basket or elevate with heels and layers of gold jewellery. Invisible zip fastening Button cuff detail V neckline Side slit on skirt;150
Paloma Dress Lemon;Dresses;With an easy, wrap-around shape and a cleverly draped waist that creates an ultra-flattering silhouette, Paloma is an effortlessly cool, love-forever mini dress. Crafted from a bold floral jacquard in a zesty shade of lime, its feminine overtones are offset with a masculine collar and exaggerated cuffs that can be buttoned back or left loose to move as you move. Keep styling low-key with sandals, sunglasses and your favourite basket bag or elevate with heels and layers of gold jewellery. Invisible zip fastening Button cuff detail V neckline Side slit on skirt;150
Daliana Dress;Dresses;Our enduring love of the 70s distilled into a dramatic maxi, the Daliana is a versatile, transeasonal dress made for wearing on repeat. Crafted from a lightweight, luxury viscose in a beautifully moody botanical print, it has our signature XXL sleeves, a floor-skimming skirt that's split at the back, a keyhole neckline and delicate ties. A effortless, wear-anywhere wardrobe essential, pair with sandals all summer long, channel your inner Stevie Nicks and elevate with platforms or layer it your way with everything from knits to tailoring. Balloon sleeve with elasticated cuff Key hole front tie fastening Slip on style;150
Mazzini Dress;Dresses;The ultimate beachside cover-up, the showstopping Mazzini dress is a glittering crocheted maxi in a metallic shade of green. Boldly crafted to reveal and conceal, it's woven with sequins that will catch the sun and finished with narrow straps and beaded fringe detailing at the the neck. Layer over your favourite swimwear by day and a body or slip - or even less if you dare - for statement summer dressing when night falls. Handmade Sequin crochet design Slip on style;150
Farretti Dress Pink;Dresses;Skin revealing in the most seductive and stylish way with multiple elevated details that bring the drama, the Faretti dress is an ultra-feminine maxi crafted from a luxe crinkle chiffon in pink. With a perfectly sexy and flattering silhouette, it has exaggerated sleeves finished with extra long cuffs and delicate ties, a scooped neckline, split skirt and ruffled details that trace your contours. Style over a bodysuit or slip to reveal and conceal as you dare and complete the look with smokey eyes and layers of jewellery. Invisible zip fastening at back Snake motif Sequin detail One shoulder fastening Slit opening at back;150
Olympia Sequin Dress;Dresses;A figure-skimming, scene-stealing maxi dress, the Olympia in ivory takes a classic, 90s-inspired slip and elevates it to high-voltage glamour with cascading delicate sequins catching the light as you move. Hand-embellished by highly-skilled artisans and cut to a chic column silhouette with delicate straps and a cut-away back. Wear with heels to enhance its long, lean lines and and keep your styling simple to let its movement and magic really sing. Slip on style Column shape Spaghetti straps Iridescent sequins Not lined;150
Sadie Mini Dress;Dresses;A disco-inspired mini dress, finished with cascades of beads and oversized sequins, the Sadie is a high-octane party dress. Hand-embellished by highly skilled artisans, it's a timeless, 90s-inspired shape with a micro hemline made for dancing all night. Pair with the Benedetta blazer for a dream-team mix of feminine and masculine or dress it up with big hair, high heels and shimmering eyes. Slip on style Square neckline Hand-finish sequin detail Delicate item;150
Celina Skirt;Skirts;A disco-inspired mini skirt finished with cascades of beads and oversized sequins, the Celina is a high-octane mini skirt. Hand-embellished by highly skilled artisans, it's a timeless, 90s-inspired shape with a micro hemline made for decadence and dancing all night. Pair with the Benedetta blazer for a dream-team mix of feminine and masculine, dress it up with heels and shimmering eyes or mix and match with your favourite separates and statement boots. Invisible side zip fastening Hand-finish sequin detail Delicate item;150
Frida Trouser;Trousers;A contemporary take on a tailored classic, the Frida trousers in an opulent shade of purple radiate effortless elegance. Cut to a fluid, relaxed fit with a high waist that's notched at the back, a wide-legged, floor-skimming silhouette and flattering pleated front, they're the embodiment of simplicity and set to be a hard-working wardrobe essential. Their styling possibilities are endless - pair with our Benedetta blazer for elevated head-to-toe tailoring, play with textures by adding the lace Luana dress or Fabiola leather waistcoat or layer with everything from vests and knits to statement coats for year-round city chic. Slip pockets Zip front fastening Front pleats Belt loops;150
Jackson Trouser;Trousers;Sleek and chic in timeless black, the Jackson trousers are an elevated wardrobe classic with a hedonistic attitude. Crafted with just enough stretch to make them comfortable and ultra-flattering, they're cut long and lean with flared hems fuelled by a rebellious spirit. Designed for versatile dressing day and night, style them with our timeless Benedetta blazer or super-sexy Fabiola leather waistcoat, or mix and match with your favourite separates for endless, year-round appeal. Flare style trouser Invisible zip detail at back of trouser hem to add to flare if desired Low rise;150
Benedetta Blazer;Tops;The ultimate wardrobe staple, the Benedetta is a neatly tailored, boxy blazer with endless styling possibilities. Understated and effortlessly cool with a rock and roll spirit, it has a timeless, cropped cut and is elevated with satin lapels. You'll want to wear it with everything - play with textures by pairing it with our sequined, lace and leather pieces. Satin lapel Front button fastening Cropped cut;150
Carmen Trouser;Trousers;A contemporary take on a tailored classic, the fluid Carmen trousers radiate effortless elegance. Cut to a relaxed fit with a high waist that's notched at the back, a wide-legged, floor-skimming silhouette, and flattering pleated front, they're the embodiment of simplicity and set to be a hard-working wardrobe essential. Their styling possibilities are endless - pair with our Benedetta blazer for elevated head-to-toe tailoring, play with textures by adding the lace Luana dress or Fabiola leather waistcoat or layer with everything from vests and knits to statement coats for year-round city chic. Slip pockets Zip front fastening Front pleats Belt loops;150
Fabiola Leather Waistcoat;Tops;The super-sexy Fabiola waistcoat has a rock and roll look and a rebellious spirit. Made from certified leather it has a 90s-inspired, cropped, shrunken fit, a cut-away back and is a timeless wardrobe staple that's as cool as they come. Designed to be the ultimate luxe layering piece, wear with nothing underneath if you dare, couple it with our super-sexy Ludovica trousers or style over everything from T-shirts and vests to your favourite maxi dresses. Halterneck style waistcoat Button front fastening Adjustable bra slider at back;150
Ludovica Leather Trouser;Trousers;The super-sexy Ludovica trousers have a rock and roll look and a rebellious spirit. Made from certified leather, they have a stretch that makes them flattering and comfortable to wear. A modern wardrobe classic that's as cool as they come, they're cut with a slim fit and a high rise and finished with zipped pockets. Designed with endless styling possibilities in mind, pair them with the Fabiola leather waistcoat, mix and match with the Sabrina knit or Luana dress. Front zip and popper opening Suede patch detail at side Jet pocket detail Side zip opening at trouser hem;150
Luana Lace Mini Dress;Dresses;Delicate, and daring, the Luana dress in black is an ultra-feminine mix of lace and ruffles ready to see you through the party season and beyond. Cut with long, fluted sleeves, a micro hem and a deep cut neckline, it's sheer and elevated with our signature button detailing and lines of frills. Wear it solo with as little underneath as you dare - we'll style ours over a bodysuit or slip - or use it as a playful layering piece with the Ludovica leather trousers or Venezia Dress. Sheer lace Covered button fastening at centre front Button cuff detail Scalloped lace edging;150
Sabrina Knit Dress;Dresses;A Rat & Boa take on a slouchy, grunge-inspired knit, the striped Sabrina maxi dress is comfortable and effortlessly cool. Made to live in your wardrobe forever, it has a relaxed fit, extra long sleeves and splits on both sides. Ready to be layered and styled your way, wear it with nothing but a bra and boots underneath or pair with a vest and our Ludovica leather trousers. Delicate item Pull-on style Side slit opening Open knit;150
Akima Leopard Slip Dress;Dresses;The ultimate occasion dress, the Akima takes our enduring love of leopard and gives it a grunge-inspired, grown-up spin. A powerfully sexy slip, it's crafted in a bold, timeless print and finished with delicate black lace, adjustable criss-crossing straps and a low-cut back. Designed to have year-round appeal, style it with high heels and a bold red lip or layer over a t-shirt with, statement boots and stacked gold jewellery. Cross back spaghetti strap detail Adjustable bra sliders Contrast printed fabric with lace;150
Paola Floral Slip Dress;Dresses;The ultimate occasion dress, the Paola takes the rebellious attitude of 90s grunge and gives it a feminine, grown-up spin. Crafted in a moody, abstract floral print and finished with delicate black lace detailing, it's a floor-skimming slip with delicate, criss-crossing straps and a daringly low-cut back. Designed to have year-round appeal, style it with high heels and a bold red lip or layer with slouchy knits, statement boots and stacked gold jewellery. Cross back spaghetti strap detail Adjustable bra sliders Contrast printed fabric with lace;150
Venezia Lace Slip Dress;Dresses;Crafted from a daring mix of sheer black and delicate lace panels that reveal and conceal what lies beneath, the Venezia dress in black is a sexy and sophisticated maxi that's made for after dark. A modern take on a timeless slip dress, with delicate straps and a low cut back. Wear as little as you dare underneath and keep your styling simple to let the Venezia shine. Centre back zip fastening Bra slider adjusters;150
Aurora Sequin Dress;Dresses;Embrace the drama of the dark side in the Aurora, a sheer, shimmering maxi dress in black that's an irresistible blend of grunge and disco-inspired glitz. Lovingly crocheted and hand-finished with sequins by highly skilled artisans, it has a high neck and a shoulder-baring, backless silhouette. Style over a bodysuit or slip - or less if you dare - and complete the look with heels and our Benedetta blazer for high impact after dark. Slip on style Handmade crochet Self-tie neck fastening Sequin detail;150
Andora Hat;Hats;Round out your favourite Rat & Boa looks with the Andora hat, a timeless, wear-anywhere accessory that blends effortless cool with a quietly rock and roll spirit. Handcrafted in Italy from luxurious felted wool in ivory, it's a contemporary take on a classic shape with an indented crown, a wide, flat brim and a velvet band in a contrasting shade of black. It's designed with endless styling possibilities in mind so pair with everything from our elevated tailored separates and slick leather pieces in the city to fun and flirty dresses and statement-making swimwear by the beach. Pinched crown Velvet trim Wide brim 100% Wool;150
Aria Lace Bra;Underwear;Sheer, sexy and too beautiful to keep to yourself, the Aria bra is designed to be an ultra-feminine layering piece. Crafted from delicate lace and finished with metallic embroidery in rich, jewel shades, it has a timeless shape and a comfortable, wireless fit. Style under other sheer pieces like our lace Luana dress or wear with blazers or blouses, undone as low as you dare to give glimpses of the Aria beneath. Black & purple lace and mesh Clasp fastening at back Adjustable bra slider;150
Lennox Hat;Hats;Round out your favourite Rat & Boa looks with the Lennox hat, a timeless, wear-anywhere accessory that blends effortless cool with a quietly rock and roll spirit. Handcrafted in Italy from luxurious felted wool in a decadent shade of purple, it's a contemporary take on a classic shape with an indented crown, a wide, flat brim and a luxe velvet band. It's designed with endless styling possibilities in mind so pair with everything from our elevated tailored separates and slick leather pieces in the city to fun and flirty dresses and statement-making swimwear by the beach. Pinched crown Velvet trim Wide brim 100% Wool;150
